,中标公告唯一标识,标段名称,标段编号,中标公告发布时间,中标单位,中标单位代码,中标价,项目负责人,工期,质量承诺,项目名称,中标时间,标段所在行政区域代码,费率或其它类型结果,交易平台名称,投诉情况,回复情况,行政监督机构名称,专家姓名,交易平台标识码
69,dc83d2b8-1e1e-471f-9f64-c97af352c732,青田县2021年普通国省道公路养护大中修工程施工00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,A3311011160005575001001,2021-07-28 16:05:27.0,青田侨乡交通工程建设有限公司,913311217047635402,18930061,陈晓芬,130,1,青田县2021年普通国省道公路养护大中修工程,2021-07-28 16:05:27.0,331121,,青田县公共资源交易中心,,,丽水市行政审批服务管理办公室,,A3311211180
70,05416866-06e1-44bf-8939-0f91ebbe59b1,桐乡市濮院镇永越村数字化综合服务中心建设项目,A3304830640000265001001,2020-10-12 16:54:54.0,浙江亿达建设有限公司,91330402751177990D,104328496,杨泉章,0,/,桐乡市濮院镇永越村数字化综合服务中心建设项目,2020-10-12 16:54:54.0,330483,,桐乡市公共服务平台,,,新点电子招投标监督平台,,A3304830640
71,817135C8-548C-4906-991A-171E3BD0026A,超山青云小径综合提升工程,A3301131280000009001001,2021-08-05 08:43:02.0,杭州云甲建设工程有限公司,91330110MA2H05202R,3119105,,0,无,超山青云小径综合提升工程,2021-07-29 15:23:29.0,330113,,杭州市公共资源交易中心临平分中心,,,杭州市建设工程招标造价服务中心,,A3301131280
72,35508068-dabe-47cf-a8dd-bddecb47db7d,物业管理用房装修工程,A3305230700001561001001,2021-09-26 09:53:44.0,安吉屹丰建设有限公司,9133052330773325XY,1118703,张程,0,合格,物业管理用房装修工程,2021-09-26 09:53:44.0,330530,,安吉县公共资源交易中心,,,安吉县公共资源交易管理办公室,,A3305230700
73,51327,温州市鹿城区山福镇中心幼儿园建设工程工程总承包,A3303020420002915915001,2021-05-27 15:28:49.0,三箭建设工程集团有限公司,913303001450375173,24099493,周爱静,435,合格,温州市鹿城区山福镇中心幼儿园建设工程工程总承包,2021-05-27 15:29:14.0,330302,,温州市行政审批与公共资源交易管理服务中心鹿城分中心,,,温州市鹿城区建设工程招标投标管理站,,A3303020420
74,50431,（限额以下21-0055）金华市婺城区塔石环山游步道工程,A3307020790002106106106,2021-05-18 08:40:13.0,金华市恒晨建设有限公司,91330701MA28QGLL9A,2934408,诸葛素芬,90,不低于国家相关验收的合格标准,（限额以下21-0055）金华市婺城区塔石环山游步道工程,2021-05-10 14:30:00.0,330702,,婺城区公共资源交易中心,,,金华市婺城区住房和城乡建设局,,A3307020790
75,1635502825541003,玉环市干江镇五金电镀产业小屿门区块道路建设工程,A3310211100000424001001,2021-11-02 00:00:00.0,台州市东茂建设有限公司,91331004MA2K7X6B5F,2616138,苏永炎,0,合格,玉环市干江镇五金电镀产业小屿门区块道路建设工程,2021-11-02 10:56:23.0,331021,,玉环市公共资源交易平台,,,玉环市住房和城乡建设局,,A3310211100
76,41dc82dd-d7b4-43f6-9171-a0e11973a8250000000000000000000000000000,湖州市吴兴区蜀山未来社区、章家埭未来社区实施方案编制项目,HZ20220301008-100000000,2022-07-26 15:07:57.0,浙江省建筑设计研究院,9133000047003271X8,12937564,,0,无,湖州市吴兴区蜀山未来社区、章家埭未来社区实施方案编制项目,2022-04-26 11:08:41.0,330502,1,湖州市吴兴区公共资源交易中心,,,湖州市吴兴区公共资源交易管理办公室,,A3305020660
77,20201214125230523-20201116163145249,第1标段,E3302060053001322001001,2020-12-14 12:52:23.0,杭州萧冠交通工程有限公司,91330109560577705D,3241268,莫华良,0,合格,大塔路新和村节点改造工程,2020-12-14 12:52:23.0,330200,0.00,北仑区公共资源交易中心,,,北仑区（开发区）行政审批管理办公室,,A3302060260
78,3979a6da-160f-49b5-825a-bf5097af8c40,安吉县天荒坪镇余村“两山”示范区建设乡村旅游项目—余村大道周边民房立面改造工程,A3305230700000211001001,2020-08-05 16:07:46.0,安吉新业建设有限公司,91330523MA28CQNQ3M,1825849,程曹鸣,0,合格,安吉县天荒坪镇余村“两山”示范区建设乡村旅游项目—余村大道周边民房立面改造工程,2020-08-05 16:07:46.0,330535,,安吉县公共资源交易中心,,,安吉县公共资源交易管理办公室,,A3305230700
79,3a7c1296-7075-4f35-af1d-d0d348a0fd96,,A3310811140001168001001,2020-12-29 15:59:41.0,浙江华艺建筑设计有限公司,91330000786448463J,0,,0,,,2020-12-29 15:59:41.0,331000,28.00,温岭市公共资源交易中心,,,,,A3310811140
80,9323dd80-8cfe-475a-8269-8d9781c23c22,城南工业园污水零直排创建提升工程（绿苑小区）,A3308810002670010010000,2021-08-25 11:17:44.0,盛华建设有限公司,913308247743925899,4348550,邵华荣,0,无,城南工业园污水零直排创建提升工程（绿苑小区）,2021-08-25 11:17:44.0,330881,,江山市公共资源交易中心,,,衢州市公共资源交易监督管理办公室,,A3308810990
81,b09ba2d4-26fb-4b47-8877-395d72de84b9,施工,A3305220690007362001001,2022-05-10 16:06:12.0,浙江路业建设工程有限公司,91330481685570718B,20519620,王立奎（浙交安B（18）G00096）,180,合格,长兴县和平镇乡村振兴项目—凡市至狄家斗、吕山至和平、滩龙桥生态茶园道路工程,2022-05-10 04:05:13.0,330522,,长兴县公共资源交易中心,,,长兴县公共资源交易管理办公室,,A3305220690
82,1c5fba1c-69ac-4c03-9b0c-7001415161df,平湖市嘉善塘综合整治提升工程（二期）施工监理,A3304820630000489001001,2021-11-01 16:38:14.0,秀水工程建设管理有限公司,91330411686656185F,653866,/,0,/,平湖市嘉善塘综合整治提升工程（二期）施工监理,2021-11-01 16:38:14.0,330482,,平湖市公共服务平台,,,新点电子招投标监督平台,,A3304820630
83,9b10a4e7-877e-4fb2-a4ba-9fa72bc1e1f6,义乌市稠江中心卫生院公共卫生楼建设工程,YW20200402004-S00100000,2020-05-21 10:50:23.0,浙江致为建设工程有限公司,91330101MA2GNEAN0F,35754925,朱剑,500,合格,义乌市稠江中心卫生院公共卫生楼建设工程,2020-05-21 10:50:23.0,330782,,义乌市公共资源交易中心,,,义乌市·市本级,,A3307820880
84,e144cff4-d2d7-442c-a16e-efb4b1c99e0d,G525与东海大道交叉口安全设施工程项目,A3304240590002693001001,2022-06-28 11:10:41.0,温州康炜交通工程有限公司,91330326MA298DPM7R,678126,高新威,0,/,G525与东海大道交叉口改造工程项目,2022-06-28 11:10:41.0,330424,,海盐县公共服务平台,,,新点电子招投标监督平台,,A3304240590
85,172463,宁波国际会议中心冷却塔设备采购及相关服务,E3302010000006471001001,2021-08-10 16:37:43.0,杭州瑞宸节能环保科技有限公司,91330104MA2GM22A52,6470383,周建安,0,-,宁波国际会议中心冷却塔设备采购及相关服务,2021-07-29 13:00:00.0,330201,,宁波市公共资源交易中心,,,市住房和城乡建设委员会,,A3302010220
86,a50faad4-3fb5-467b-ab35-91362f3d1640,之江路输水管廊及道路提升工程（之浦路-复兴路）桩基检测,A3301010060300691001001,2020-12-16 09:00:00.0,杭州方平建设工程检测有限公司,91330104796668857A,1408290,/,0,无,之江路输水管廊及道路提升工程（之浦路-复兴路）桩基检测,2020-12-03 18:04:28.0,330101,,杭州市公共资源交易中心,,,杭州市建设工程招标投标管理办公室,,A3301010060
87,00b98462-8d9f-4175-8721-faca232c8f620000000000000000000000000000,浙江大学医学院附属第一医院重大疫情救治基地建设项目监理标段,E3300000007000350002001,2021-01-17 00:00:00.0,北京中联环建设工程管理有限公司,91110108633730783N,2932600,冯炜平,780,无,浙江大学医学院附属第一医院重大疫情救治基地建设项目,2021-01-17 18:41:54.0,330000,,浙江省公共资源交易中心,,,浙江省招标投标管理中心,,A3300000020
88,33f04e72-bc4d-423e-b075-5bf5fa1f0821,义乌市大陈镇湖山村村内平面管网工程,DC20200825001-S00100000,2020-09-17 11:06:03.0,浙江九正建筑工程有限公司,91330110MA2AXTUR0H,0,谢万刚,100,合格,义乌市大陈镇湖山村村内平面管网工程,2020-09-17 11:06:03.0,330782,9.80%,义乌市公共资源交易中心,,,义乌市·大陈镇,,A3307820880
89,25375,景山派出所业务办公用房改造工程,A3303040440002685685001,2021-01-08 16:09:16.0,温州中越园林建设有限公司,91330303095659851D,5135146,郑钊翔,150,合格,景山派出所业务办公用房改造工程,2021-01-08 16:10:02.0,330304,,温州市行政审批与公共资源交易服务管理中心瓯海分中心,,,温州市瓯海区建设工程招标投标监理中心,,A3303040440
90,1594199864714003,新悦府给水管安装工程,E3302810067001509101001,2020-07-21 16:12:17.0,宁波浦丰市政园林工程有限公司,913302810847986459,4204521,谢雪飞,70,达到现行国家质量检验与评定标准,新悦府给水管安装工程,2020-07-08 17:17:45.0,330281,,余姚市公共资源交易平台,,,余姚市公共资源交易管理办公室,,A3302810380
91,1657246629397002,象山县西周镇昌盛路道路工程（设计）,A3302250290001055001001,2022-07-08 00:00:00.0,天尚设计集团有限公司,913301056767623398,1302147,沈兴调,50,按现行技术规范、标准及规程，达到国家规定的编制深度,象山县西周镇昌盛路道路工程（设计）,2022-07-08 14:41:16.0,330225,,象山县公共资源交易平台,,,象山县公共资源交管办,,A3302250290
92,c09efd34-b823-4bb5-b072-87b40d7a1adc,桐乡市2020年市级挂牌督办治理道路交通事故多发点段（桐斜线与高铁线路口）整治工程,A3304830640000186001001,2020-07-22 16:48:50.0,浙江博源建设有限公司,91330201MA2CH7H015,1600548,朱伟伟,0,/,桐乡市2020年市级挂牌督办治理道路交通事故多发点段（桐斜线与高铁线路口）整治工程,2020-07-22 16:48:50.0,330483,,桐乡市公共服务平台,,,新点电子招投标监督平台,,A3304830640
93,20220523093955743-20220425150838856,第1标段,E3302060053001574002001,2022-05-23 09:39:30.0,宁波广天建通工程管理有限公司,91330204144088857L,0,叶光辉,0,同施工质量要求,北仑区中医院公共卫生楼新建工程,2022-05-23 09:39:30.0,330200,0.08,北仑区公共资源交易中心,,,北仑区（开发区）行政审批管理办公室,,A3302060260
94,20211214101425600-20211201083430260,2021年临海市桃渚镇大顺等5村高标准农田建设项目,A3310821150002456001001,2021-12-14 16:26:14.0,义乌市开源水电工程有限公司,91330782768697407J,6525219,郑蔚红,0,合格,2021年临海市桃渚镇大顺等5村高标准农田建设项目,2021-12-14 16:26:14.0,331000,0.0000,临海市公共资源交易中心,,,临海市公共资源交易管理办公室,,A3310821150
95,41e522c1-b254-44df-b4e2-19b3dc27d2de,南湖革命纪念馆配套设施完善及周边景观提升项目-地下车库设计采购施工总承包（EPC）,A3304010550001035001001,2020-10-10 17:11:48.0,上海园林绿化建设有限公司,91310107132292762H,30722115,张盈盈,0,/,南湖革命纪念馆配套设施完善及周边景观提升项目-地下车库设计采购施工总承包（EPC）,2020-10-10 17:11:48.0,330402,,嘉兴市公共服务平台,,,新点电子招投标监督平台,,A3304010550
96,8a7fbba1-56e6-4ff4-a84d-cf170b1232690000000000000000000000000000,嵊州市上东水库灌区续建配套与节水改造项目,A3303270430001305001001,2022-10-09 16:24:47.0,浙江永青建设工程有限公司,91330602MA2JPKJH9W,14583279,徐小文,450,合格,嵊州市上东水库灌区续建配套与节水改造项目,2022-10-09 16:24:47.0,330683,,嵊州市公共资源交易中心,,,嵊州市水利水电局,,A3306830770
97,751793,杭甬复线威海互通连接线一期工程景观绿化先行段及停车场工程（施工）,E3302110000001045001001,2021-03-11 15:23:42.0,宁波市镇海天然园林建设集团有限公司,91330211256009893K,51868167,孙工,0,国家施工验收规范一次性验收合格,杭甬复线威海互通连接线一期工程景观绿化先行段及停车场工程（施工）,2021-03-10 09:00:00.0,330211,,镇海公共资源交易中心,,,镇海区住建局建招办,,A3302110270
98,425cb894-0692-402b-ac8e-2dd28dadb7ba,半山街道老旧小区综合改造提升工程（六标段）设计-采购-施工（EPC）总承包,A3301050100300043001001,2020-10-27 09:00:00.0,华汇建设集团有限公司、华汇工程设计集团股份有限公司,913306007210107199,5052371,滕周烽,0,无,半山街道老旧小区综合改造提升工程（六标段）设计-采购-施工（EPC）总承包,2020-10-23 18:02:54.0,330105,,杭州市公共资源交易中心拱墅分中心,,,拱墅区住房和城市建设局,,A3301050100
99,98bf32b3-056e-449f-8a1a-ad4ef37a6e8b,仙居至庆元公路龙泉塔石至龙南段工程项目建议书、工程可行性研究报告编制服务00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,A3311011160003980001001,2020-05-28 11:15:29.0,浙江省交通规划设计研究院有限公司,91330000470040234R,2720000,无,0,无,仙居至庆元公路龙泉塔石至龙南段工程项目建议书、工程可行性研究报告编制服务,2020-05-28 11:15:24.0,331181,,龙泉市公共资源交易中心,,,丽水市行政审批服务管理办公室,,A3311811270
